candidate_id,age,gender,degree,seniority,experience_years,current_salary,city,skills_count
2646,38,Female,PhD,Junior,3.1,73635.0,Chicago,4
2647,26,Male,Bachelor,Mid,9.6,91630.0,Austin,6
2648,39,Male,Master,Mid,4.9,79464.0,Los Angeles,3
2649,34,Female,Bachelor,Junior,2.0,39041.0,Austin,6
2650,35,Male,Master,Senior,15.3,122217.0,Austin,8
2651,22,Female,Bachelor,Senior,7.8,135779.0,Denver,7
2652,38,Male,Associate,Junior,0.3,72295.0,Denver,5
2653,35,Male,Associate,Mid,5.5,82529.0,New York,5
2654,38,Female,Master,Executive,16.0,151045.0,New York,11
2655,23,Male,Bachelor,Mid,7.5,76671.0,Remote,4
2656,27,Female,PhD,Senior,9.1,92517.0,Denver,7
2657,48,Female,Bachelor,Junior,1.0,56185.0,Austin,5
2658,22,Female,Bachelor,Junior,1.3,70956.0,New York,6
2659,22,Male,High School,Mid,4.5,65241.0,Austin,8
2660,35,Male,Bachelor,Entry,3.1,39342.0,Seattle,4
2661,39,Male,Bachelor,Senior,11.6,83465.0,Austin,5
2662,30,Male,Bachelor,Senior,9.6,107285.0,Seattle,5
2663,28,Male,Master,Junior,3.0,36013.0,Seattle,8
2664,37,Male,Bachelor,Junior,2.0,71772.0,Los Angeles,4
2665,31,Female,Master,Entry,0.9,49936.0,New York,2
2666,34,Male,Bachelor,Junior,4.9,54447.0,Atlanta,6
2667,30,Female,Master,Senior,11.4,117375.0,Austin,7
2668,34,Male,Bachelor,Mid,5.7,93639.0,Chicago,8
2669,24,Male,Master,Mid,6.7,80790.0,Austin,4
2670,32,Male,Bachelor,Entry,2.2,48464.0,Boston,4
2671,32,Female,Master,Mid,7.0,77879.0,Chicago,9
2672,39,Female,Bachelor,Mid,7.5,93754.0,Los Angeles,4
2673,35,Male,Bachelor,Junior,7.5,,Atlanta,3
2674,31,Male,Bachelor,Mid,7.1,75028.0,Austin,9
2675,40,Female,Bachelor,Mid,4.3,74231.0,New York,4
2676,22,Female,Bachelor,Senior,9.9,112201.0,Remote,9
2677,32,Non-binary,High School,Senior,8.6,89067.0,Atlanta,9
2678,37,Male,PhD,Entry,0.0,62449.0,Denver,7
2679,24,Non-binary,Master,Entry,,60598.0,Seattle,6
2680,28,Female,Master,Mid,7.1,85532.0,Atlanta,2
2681,23,Female,Bachelor,Mid,5.2,105380.0,Remote,5
2682,40,Male,Bachelor,Mid,5.0,83184.0,Boston,6
2683,49,Female,Associate,Junior,4.9,47109.0,Seattle,8
2684,22,Male,PhD,Mid,,90067.0,Los Angeles,4
2685,33,Male,Bachelor,Senior,6.2,80199.0,Denver,8
2686,41,Female,Master,Entry,0.7,41679.0,Seattle,9
2687,29,Male,Associate,Entry,0.3,67972.0,Denver,5
2688,25,Female,Bachelor,Junior,5.3,64858.0,Atlanta,3
2689,26,Female,Master,Entry,1.4,38225.0,Atlanta,11
2690,24,Male,Bachelor,Junior,3.0,70744.0,Boston,2
2691,40,Non-binary,Master,Junior,3.8,54920.0,New York,5
2692,23,Female,Associate,Senior,7.7,99752.0,San Francisco,6
2693,22,Male,Bachelor,Mid,5.3,97010.0,Remote,6
2694,27,Female,Bachelor,Junior,4.8,57150.0,Los Angeles,6
2695,26,Female,Bachelor,Entry,0.5,48678.0,Remote,4
2696,35,Male,High School,Entry,0.0,43765.0,New York,4
2697,47,Female,Master,Mid,6.4,,Denver,2
2698,29,Male,Master,Mid,,98559.0,Remote,1
2699,28,Female,Bachelor,Entry,2.0,59029.0,Remote,4
2700,26,Non-binary,Bachelor,Junior,3.2,81332.0,New York,7
2701,34,Male,Associate,Executive,16.2,139390.0,Los Angeles,5
2702,28,Female,Associate,Junior,2.2,72468.0,Chicago,5
2703,31,Non-binary,Master,Mid,4.5,86640.0,Atlanta,7
2704,26,Female,Bachelor,Junior,4.2,72306.0,San Francisco,10
2705,33,Non-binary,High School,Junior,4.6,57974.0,Boston,5
2706,40,Male,Bachelor,Mid,2.9,103631.0,San Francisco,7
2707,25,Female,Master,Junior,0.0,,Chicago,8
2708,41,Female,Bachelor,Junior,2.9,41543.0,Chicago,7
2709,30,Male,PhD,Junior,3.1,70325.0,Denver,4
2710,27,Male,Master,Mid,6.8,78915.0,Remote,5
2711,32,Male,Bachelor,Mid,7.7,78707.0,Chicago,6
2712,22,Male,Bachelor,Entry,3.0,59846.0,Remote,2
2713,32,Male,Master,Entry,0.8,53493.0,San Francisco,2
2714,29,Female,Master,Mid,9.8,82385.0,Austin,5
2715,26,Male,Bachelor,Entry,1.5,64707.0,Denver,4
2716,46,Female,Master,Mid,8.1,64796.0,Seattle,6
2717,27,Male,Bachelor,Junior,2.8,64271.0,Boston,3
2718,35,Female,Master,Executive,19.8,142505.0,San Francisco,10
2719,37,Female,PhD,Entry,0.0,63010.0,New York,2
2720,25,Male,Bachelor,Mid,4.5,77869.0,Seattle,8
2721,32,Female,Master,Junior,1.9,46855.0,Boston,4
2722,41,Non-binary,Bachelor,Mid,8.4,69091.0,Atlanta,1
2723,23,Female,Associate,Senior,9.6,108091.0,New York,3
2724,30,Female,Bachelor,Mid,6.7,101876.0,New York,4
2725,25,Male,Associate,Senior,9.1,133827.0,Chicago,6
2726,36,Female,Bachelor,Senior,9.0,102319.0,Chicago,6
2727,28,Female,PhD,Mid,8.7,95856.0,Boston,2
2728,28,Male,PhD,Junior,3.4,79339.0,Seattle,4
2729,37,Female,Bachelor,Mid,4.4,91286.0,San Francisco,2
2730,30,Female,Bachelor,Entry,1.6,46743.0,Chicago,4
2731,26,Male,Bachelor,Executive,12.6,152276.0,Remote,7
2732,40,Female,Master,Entry,0.0,50856.0,Los Angeles,8
2733,32,Female,Associate,Junior,4.4,58857.0,Chicago,7
2734,39,Female,Bachelor,Senior,8.8,90620.0,Boston,6
2735,40,Male,PhD,Junior,3.5,59421.0,Austin,9
2736,28,Female,Bachelor,Junior,1.5,55482.0,Austin,6
2737,32,Female,Bachelor,Executive,15.3,124638.0,Chicago,4
2738,22,Male,Master,Mid,4.2,,Remote,6
2739,33,Female,Bachelor,Junior,0.0,62366.0,Los Angeles,4
2740,39,Female,Bachelor,Entry,0.0,38267.0,Austin,6
2741,32,Female,Bachelor,Mid,7.5,77998.0,Los Angeles,3
2742,40,Female,Bachelor,Junior,1.9,,Remote,3
2743,40,Male,Master,Senior,13.1,,Seattle,4
2744,28,Female,Bachelor,Mid,7.6,35834.0,Seattle,3
2745,28,Male,PhD,Mid,5.9,78077.0,Boston,8
2746,39,Female,Master,Junior,,61556.0,Los Angeles,9
2747,22,Female,Master,Mid,4.8,85262.0,Boston,7
2748,22,Female,Master,Executive,13.8,147195.0,Chicago,4
2749,32,Female,PhD,Junior,1.5,84067.0,Los Angeles,6
2750,22,Female,PhD,Mid,7.1,90644.0,Los Angeles,7
2751,22,Female,Bachelor,Mid,4.9,68875.0,Atlanta,4
2752,24,Male,Master,Junior,5.0,49480.0,Atlanta,5
2753,31,Male,Bachelor,Mid,5.2,104063.0,Austin,3
2754,28,Female,PhD,Mid,7.4,60890.0,Austin,9
2755,22,Female,Bachelor,Entry,0.3,62279.0,San Francisco,4
2756,35,Female,Master,Senior,14.0,102162.0,Denver,3
2757,44,Male,Associate,Mid,7.4,76099.0,Los Angeles,7
2758,22,Non-binary,Associate,Mid,5.1,74254.0,Atlanta,6
2759,31,Male,Bachelor,Entry,1.0,59261.0,Boston,4
2760,42,Male,Associate,Mid,4.5,68060.0,New York,6
2761,22,Male,Associate,Senior,11.3,127182.0,Atlanta,2
2762,28,Female,Bachelor,Entry,1.9,54138.0,San Francisco,3
2763,28,Female,Associate,Entry,4.5,54063.0,Los Angeles,7
2764,35,Male,Bachelor,Entry,0.2,42872.0,New York,3
2765,37,Female,High School,Mid,4.0,75325.0,Los Angeles,8
2766,31,Female,Bachelor,Junior,5.8,69385.0,San Francisco,6
2767,27,Male,Master,Mid,6.3,85739.0,New York,3
2768,49,Female,Bachelor,Executive,14.2,107563.0,Los Angeles,4
2769,22,Male,Master,Junior,0.4,71150.0,Boston,9
2770,41,Male,Bachelor,Mid,,83141.0,Seattle,2
2771,33,Female,Bachelor,Junior,4.9,54976.0,Seattle,4
2772,33,Female,High School,Mid,8.1,75948.0,Austin,3
2773,33,Female,Master,Entry,,50074.0,San Francisco,6
2774,28,Female,Bachelor,Junior,5.8,76399.0,New York,6
2775,45,Female,Bachelor,Junior,,60493.0,Seattle,8
2776,24,Female,Bachelor,Mid,8.6,84332.0,Austin,5
2777,25,Male,Master,Junior,0.3,61756.0,San Francisco,8
2778,27,Female,PhD,Mid,6.0,85023.0,San Francisco,3
2779,27,Male,Bachelor,Junior,2.4,60883.0,Remote,4
2780,34,Male,Associate,Mid,3.2,91491.0,Denver,6
2781,24,Male,Master,Entry,0.0,49006.0,Denver,8
2782,22,Female,Bachelor,Senior,9.0,100368.0,Remote,3
2783,36,Male,Associate,Executive,12.3,161295.0,Atlanta,2
2784,22,Female,Bachelor,Entry,2.9,,New York,7
2785,22,Male,Bachelor,Junior,2.6,62266.0,Denver,2
2786,32,Female,Master,Entry,0.0,42848.0,Remote,6
2787,40,Female,Bachelor,Senior,10.4,114982.0,Denver,9
2788,23,Male,Master,Junior,2.4,56449.0,Chicago,3
2789,28,Female,PhD,Senior,8.4,107319.0,Boston,3
2790,39,Non-binary,Bachelor,Mid,0.9,98761.0,Atlanta,9
2791,23,Male,Bachelor,Mid,5.3,78260.0,New York,9
2792,34,Female,Bachelor,Junior,3.5,66773.0,Seattle,5
2793,47,Female,High School,Mid,4.0,78270.0,Seattle,3
2794,28,Female,Bachelor,Entry,0.0,49728.0,Austin,5
2795,37,Female,Bachelor,Mid,2.7,75317.0,Austin,5
2796,24,Non-binary,Master,Senior,8.1,89024.0,Remote,6
2797,38,Male,Associate,Junior,4.2,65976.0,Los Angeles,4
2798,38,Female,Bachelor,Executive,15.3,90740.0,Remote,2
2799,36,Female,PhD,Mid,4.6,110742.0,Atlanta,5
2800,22,Female,Bachelor,Entry,2.7,52722.0,San Francisco,5
2801,41,Male,Master,Mid,6.7,106206.0,Seattle,8
2802,31,Male,Master,Senior,10.0,92146.0,Chicago,9
2803,22,Male,Master,Junior,1.7,67263.0,Atlanta,5
2804,38,Male,Bachelor,Junior,0.0,80172.0,Seattle,8
2805,36,Male,Bachelor,Entry,2.6,55682.0,Los Angeles,4
2806,43,Male,High School,Junior,3.3,66997.0,Chicago,5
2807,34,Female,Master,Junior,2.5,70514.0,Atlanta,5
2808,32,Male,Bachelor,Mid,4.4,77755.0,New York,8
2809,36,Non-binary,PhD,Junior,3.5,63152.0,Denver,3
2810,22,Male,Master,Entry,1.0,50384.0,Los Angeles,6
2811,33,Male,Master,Senior,10.7,102305.0,New York,6
2812,44,Male,Bachelor,Entry,0.0,50456.0,Boston,8
2813,22,Female,Bachelor,Entry,0.0,61480.0,Remote,2
2814,32,Male,Master,Junior,0.1,64479.0,Denver,10
2815,37,Male,Master,Senior,14.3,110600.0,Chicago,3
2816,26,Male,Master,Entry,0.0,47708.0,Denver,7
2817,25,Male,PhD,Executive,14.9,158748.0,Los Angeles,7
2818,40,Female,Bachelor,Mid,6.6,85402.0,Boston,3
2819,36,Male,PhD,Entry,0.3,53994.0,New York,8
2820,40,Male,Master,Junior,3.3,75928.0,Denver,4
2821,41,Male,Master,Entry,,44457.0,San Francisco,10
2822,44,Male,Bachelor,Entry,0.4,58853.0,Chicago,8
2823,30,Male,Master,Mid,9.4,91835.0,Austin,8
2824,29,Male,Bachelor,Executive,15.5,147485.0,Remote,6
2825,23,Male,Master,Mid,9.7,97000.0,Seattle,10
2826,34,Non-binary,Bachelor,Executive,17.9,136743.0,New York,5
2827,38,Female,Bachelor,Executive,14.1,118416.0,Chicago,6
2828,29,Male,PhD,Mid,6.3,87243.0,Boston,3
2829,43,Male,PhD,Mid,3.8,93515.0,Denver,6
2830,27,Male,Bachelor,Mid,6.9,72544.0,Remote,6
2831,42,Female,Bachelor,Mid,4.9,96527.0,Boston,4
2832,22,Female,Master,Entry,0.3,,Boston,3
2833,28,Female,High School,Mid,2.5,67641.0,Austin,5
2834,32,Female,Master,Mid,6.2,98255.0,Austin,7
2835,41,Female,Bachelor,Mid,6.9,86406.0,Seattle,7
2836,35,Female,Bachelor,Junior,2.6,50546.0,San Francisco,5
2837,43,Male,Bachelor,Junior,0.0,58108.0,Denver,3
2838,28,Male,Master,Senior,8.0,107651.0,San Francisco,4
2839,22,Female,Bachelor,Junior,5.7,64571.0,San Francisco,4
2840,33,Female,Bachelor,Junior,1.4,57033.0,Atlanta,4
2841,34,Male,Bachelor,Entry,2.1,43128.0,San Francisco,4
2842,39,Female,Master,Entry,2.8,46593.0,San Francisco,4
2843,30,Female,Master,Entry,2.2,49526.0,Chicago,4
2844,29,Male,Bachelor,Junior,2.7,75089.0,Boston,3
2845,25,Male,PhD,Junior,5.8,60384.0,Seattle,6
2846,25,Female,PhD,Junior,2.2,77272.0,Austin,3
2847,24,Female,Bachelor,Entry,3.2,47831.0,Seattle,1
2848,25,Male,Bachelor,Mid,6.0,103125.0,Los Angeles,9
2849,32,Female,Bachelor,Mid,3.8,88559.0,Boston,7
2850,39,Male,Bachelor,Senior,12.2,79764.0,New York,5
2851,22,Male,Master,Mid,2.9,79841.0,San Francisco,4
2852,37,Female,PhD,Junior,1.1,65189.0,New York,8
2853,39,Female,Associate,Senior,8.4,113585.0,Los Angeles,5
2854,23,Male,Associate,Mid,5.5,70325.0,Denver,4
2855,22,Male,Bachelor,Entry,0.1,49567.0,Seattle,6
2856,22,Male,Bachelor,Junior,1.4,52686.0,Seattle,6
2857,26,Female,Bachelor,Senior,10.4,129970.0,Remote,9
2858,37,Male,Associate,Mid,4.1,83041.0,Atlanta,6
2859,22,Male,Master,Entry,2.6,66888.0,Austin,4
2860,27,Male,Bachelor,Junior,6.7,46955.0,Atlanta,7
2861,47,Male,Bachelor,Entry,1.9,56059.0,Seattle,5
2862,38,Female,PhD,Junior,4.3,68482.0,Denver,1
2863,30,Female,High School,Entry,0.0,45765.0,Atlanta,3
2864,28,Male,Master,Entry,2.1,64507.0,Denver,5
2865,47,Male,Bachelor,Executive,13.5,145919.0,Remote,12
2866,23,Female,Bachelor,Entry,4.8,55762.0,New York,8
2867,26,Male,High School,Mid,6.8,92303.0,Seattle,6
2868,31,Female,Master,Mid,6.2,83005.0,Boston,3
2869,29,Male,PhD,Entry,2.3,62787.0,Chicago,8
2870,23,Male,Master,Senior,5.7,83297.0,Remote,3
2871,35,Non-binary,Bachelor,Mid,5.2,81043.0,New York,5
2872,32,Female,Master,Junior,8.9,61303.0,Denver,4
2873,34,Female,PhD,Senior,7.3,100792.0,Atlanta,4
2874,40,Female,Associate,Junior,,63982.0,Atlanta,5
2875,56,Female,Bachelor,Entry,4.5,62734.0,New York,8
2876,25,Male,Bachelor,Junior,1.5,50976.0,Denver,3
2877,31,Female,Bachelor,Mid,3.4,80209.0,San Francisco,6
2878,30,Female,Bachelor,Mid,7.2,78945.0,Denver,3
2879,22,Male,Master,Junior,4.9,75073.0,Remote,9
2880,34,Female,Bachelor,Junior,0.7,75928.0,Boston,5
2881,22,Female,Bachelor,Entry,3.1,,Austin,7
2882,37,Male,Bachelor,Mid,5.7,88098.0,Denver,3
2883,43,Female,Bachelor,Entry,0.0,55246.0,Seattle,4
2884,34,Male,Associate,Senior,12.0,95315.0,Los Angeles,2
2885,46,Female,Master,Mid,6.6,81071.0,Denver,6
2886,22,Female,Bachelor,Entry,2.3,57554.0,Los Angeles,7
2887,22,Male,PhD,Junior,2.1,74439.0,Atlanta,11
2888,38,Female,High School,Senior,11.4,128372.0,Remote,6
2889,41,Female,Bachelor,Mid,3.4,70821.0,Boston,4
2890,37,Male,Bachelor,Entry,0.0,42852.0,Remote,2
2891,50,Male,Master,Mid,11.5,92863.0,Austin,1
2892,32,Male,Bachelor,Executive,16.5,168969.0,San Francisco,8
2893,41,Female,Bachelor,Executive,17.8,148549.0,Los Angeles,6
2894,33,Male,Master,Junior,0.3,83525.0,Seattle,7
2895,22,Female,Master,Junior,7.0,68853.0,Remote,2
2896,28,Female,PhD,Junior,1.6,55394.0,Remote,13
2897,29,Male,Bachelor,Junior,5.1,66659.0,Remote,3
2898,35,Female,Bachelor,Executive,14.2,146910.0,Austin,4
2899,35,Male,Bachelor,Junior,3.1,69688.0,Seattle,7
2900,47,Female,Bachelor,Executive,16.6,127223.0,Los Angeles,5
2901,22,Male,Master,Executive,14.1,132766.0,Remote,4
2902,22,Female,High School,Mid,4.9,90172.0,New York,1
2903,37,Female,Bachelor,Senior,,87142.0,Boston,9
2904,29,Male,Master,Junior,1.0,74635.0,Seattle,6
2905,31,Female,Master,Entry,0.0,41371.0,Denver,6
2906,27,Male,Master,Mid,4.6,76094.0,Chicago,6
2907,32,Male,Bachelor,Mid,4.8,64374.0,New York,2
2908,22,Male,Bachelor,Mid,6.1,66181.0,Chicago,6
2909,30,Female,PhD,Junior,,55696.0,San Francisco,3
2910,46,Female,Master,Junior,3.3,63073.0,Austin,2
2911,34,Female,Bachelor,Junior,2.0,50375.0,Boston,4
2912,32,Male,Master,Junior,3.7,61625.0,Chicago,5
2913,38,Female,Master,Junior,5.4,59907.0,Atlanta,3
2914,26,Male,Bachelor,Mid,6.3,87524.0,Austin,4
2915,22,Female,Master,Junior,2.4,48681.0,Chicago,7
2916,27,Male,Master,Senior,9.9,96821.0,Seattle,4
2917,28,Female,Master,Mid,7.5,71648.0,Seattle,9
2918,22,Male,High School,Junior,0.7,57151.0,Remote,6
2919,31,Male,Bachelor,Senior,10.0,108385.0,Denver,6
2920,44,Male,Master,Senior,12.6,,Los Angeles,8
2921,37,Male,Master,Mid,,88065.0,San Francisco,4
2922,40,Male,Bachelor,Mid,7.9,75691.0,Boston,8
2923,23,Female,Master,Mid,6.9,99645.0,Seattle,6
2924,53,Female,Bachelor,Junior,0.0,61283.0,Boston,7
2925,22,Female,Bachelor,Junior,,64066.0,Chicago,6
2926,32,Female,Master,Junior,1.5,67823.0,Los Angeles,4
2927,27,Female,Bachelor,Entry,0.2,43308.0,Boston,5
2928,34,Male,Bachelor,Mid,6.9,85017.0,Atlanta,7
2929,29,Female,Master,Mid,6.5,51199.0,Remote,5
2930,27,Male,Bachelor,Senior,12.7,89439.0,New York,4
2931,46,Female,Bachelor,Mid,5.2,83440.0,Los Angeles,2
2932,37,Male,PhD,Mid,6.6,63274.0,Austin,5
2933,44,Female,High School,Junior,3.9,48133.0,Los Angeles,5
2934,26,Female,PhD,Mid,5.5,97128.0,San Francisco,2
2935,40,Male,Bachelor,Mid,6.9,94112.0,New York,3
2936,32,Non-binary,Master,Entry,0.9,48016.0,Atlanta,7
2937,26,Male,PhD,Junior,4.7,74466.0,Los Angeles,8
2938,22,Female,Bachelor,Junior,4.3,56165.0,Denver,3
2939,33,Male,Bachelor,Junior,5.1,55789.0,Los Angeles,4
2940,22,Female,Bachelor,Mid,9.7,86317.0,Los Angeles,4
2941,26,Male,High School,Entry,,38032.0,Chicago,7
2942,32,Female,PhD,Entry,3.8,42150.0,Denver,9
2943,26,Female,Associate,Junior,6.4,82138.0,Austin,7
2944,31,Male,Master,Junior,2.7,51702.0,Remote,4
2945,29,Male,Master,Senior,11.7,103351.0,Seattle,10
2946,30,Male,High School,Senior,6.2,78864.0,New York,1
2947,22,Female,Master,Senior,10.5,130405.0,Remote,1
2948,22,Male,Master,Senior,,124390.0,Remote,4
2949,47,Male,Bachelor,Senior,8.0,117551.0,Boston,8
2950,39,Male,PhD,Entry,0.0,50798.0,Atlanta,4
2951,34,Male,Associate,Junior,3.5,57635.0,Remote,7
2952,22,Female,Bachelor,Mid,7.9,91592.0,Seattle,8
2953,31,Female,Bachelor,Mid,7.1,101838.0,New York,4
2954,30,Female,Bachelor,Entry,,48379.0,Atlanta,5
2955,26,Female,PhD,Mid,8.9,63469.0,San Francisco,8
2956,44,Non-binary,Associate,Junior,4.7,62124.0,Atlanta,2
2957,32,Male,Bachelor,Senior,10.8,81597.0,Denver,5
2958,27,Female,Bachelor,Senior,8.6,103568.0,Boston,7
2959,36,Male,Associate,Senior,15.7,109265.0,New York,6
2960,37,Female,Bachelor,Junior,3.0,50806.0,Boston,11
2961,29,Male,High School,Senior,8.6,117966.0,New York,5
2962,49,Female,Bachelor,Entry,0.0,49796.0,New York,4
2963,35,Male,Bachelor,Executive,13.8,143363.0,Chicago,6
2964,32,Female,Master,Mid,3.5,98799.0,Boston,5
2965,33,Male,Master,Entry,0.0,53293.0,Remote,7
2966,22,Male,Master,Junior,,66523.0,Chicago,7
2967,35,Male,Master,Executive,14.7,150279.0,New York,3
2968,33,Male,PhD,Mid,5.9,63891.0,Atlanta,1
2969,27,Female,Bachelor,Junior,4.2,54303.0,Seattle,5
2970,22,Female,Bachelor,Senior,11.2,,Chicago,5
2971,26,Female,PhD,Executive,15.9,141760.0,Denver,6
2972,41,Male,Bachelor,Senior,12.0,108220.0,Seattle,5
2973,30,Female,Bachelor,Junior,1.9,51702.0,San Francisco,4
2974,48,Male,Bachelor,Entry,0.5,60848.0,Los Angeles,7
2975,53,Female,Bachelor,Mid,5.7,88974.0,Austin,1
2976,32,Non-binary,Associate,Executive,14.7,150326.0,Remote,6
2977,36,Male,Master,Junior,2.5,71150.0,Chicago,2
2978,22,Female,Bachelor,Senior,9.2,94778.0,Chicago,8
2979,22,Male,Bachelor,Junior,9.3,60997.0,Atlanta,7
2980,32,Female,Bachelor,Entry,3.2,,Denver,6
2981,36,Male,Bachelor,Mid,5.5,88673.0,San Francisco,5
2982,32,Female,Master,Mid,5.9,74858.0,Remote,6
2983,22,Male,Associate,Mid,7.2,79826.0,New York,7
2984,22,Female,Bachelor,Senior,10.0,111196.0,Austin,4
2985,41,Non-binary,Bachelor,Mid,9.1,,Atlanta,2
2986,33,Male,Bachelor,Junior,4.7,61339.0,Atlanta,8
2987,43,Male,Associate,Senior,12.2,96066.0,Denver,4
2988,37,Female,Bachelor,Senior,9.2,92267.0,San Francisco,8
2989,28,Male,PhD,Senior,,115376.0,Seattle,5
2990,22,Male,Bachelor,Senior,12.6,,Boston,3
2991,25,Female,Master,Entry,3.0,50795.0,New York,4
2992,39,Male,Bachelor,Mid,7.3,80475.0,San Francisco,7
2993,45,Female,Master,Senior,11.8,108359.0,Remote,6
2994,26,Female,Bachelor,Junior,2.9,83324.0,Seattle,9
2995,33,Non-binary,Associate,Entry,1.2,41250.0,San Francisco,8
2996,30,Female,Associate,Senior,10.8,96823.0,San Francisco,7
2997,31,Male,Master,Mid,7.3,84014.0,Los Angeles,5
2998,49,Female,Bachelor,Entry,1.5,41196.0,Seattle,5
2999,44,Female,Bachelor,Executive,15.1,177076.0,New York,5
3000,34,Male,Bachelor,Mid,6.6,78590.0,Remote,4
3001,25,Non-binary,High School,Junior,0.0,66136.0,Atlanta,3
3002,32,Female,Bachelor,Entry,0.0,42617.0,Denver,11
3003,22,Female,Associate,Entry,3.4,56785.0,Atlanta,5
3004,39,Male,Bachelor,Junior,2.9,64453.0,Boston,7
3005,38,Male,Master,Entry,2.1,48154.0,Seattle,9
3006,33,Male,Bachelor,Junior,3.0,54574.0,San Francisco,2
3007,32,Female,Bachelor,Entry,0.1,,Los Angeles,6
3008,44,Male,Master,Entry,0.0,53620.0,Chicago,6
3009,52,Female,Bachelor,Entry,0.0,52924.0,Chicago,3
3010,34,Male,Master,Junior,1.5,53942.0,San Francisco,3
3011,36,Male,Associate,Mid,5.9,85768.0,Austin,4
3012,22,Female,Bachelor,Entry,3.3,47317.0,Remote,2
3013,22,Male,Associate,Mid,5.7,82163.0,Remote,8
3014,30,Male,Bachelor,Executive,12.1,147726.0,Seattle,5
3015,29,Female,Master,Executive,15.6,160541.0,Chicago,5
3016,45,Male,PhD,Entry,6.1,61849.0,Remote,5
3017,31,Male,Bachelor,Junior,2.4,52845.0,Los Angeles,5
3018,30,Female,Bachelor,Mid,3.3,76281.0,Atlanta,6
3019,36,Male,Master,Senior,,,Denver,6
3020,40,Female,Bachelor,Mid,8.6,73614.0,Denver,5
3021,33,Female,PhD,Mid,6.2,101169.0,Los Angeles,3
3022,28,Female,PhD,Mid,2.9,107402.0,Denver,5
3023,36,Male,Bachelor,Senior,9.9,65745.0,New York,8
3024,55,Male,Bachelor,Junior,2.6,67883.0,Boston,7
3025,35,Male,Bachelor,Senior,10.7,99035.0,Los Angeles,6
3026,33,Male,Master,Senior,8.7,101498.0,Seattle,3
3027,36,Male,Bachelor,Junior,4.3,67488.0,Boston,3
3028,39,Male,PhD,Mid,6.0,88690.0,Denver,4
3029,27,Male,PhD,Junior,0.0,62210.0,Chicago,4
3030,29,Female,Master,Mid,10.0,65602.0,Boston,5
3031,22,Female,Master,Junior,5.5,66940.0,Austin,9
3032,32,Male,Bachelor,Mid,4.2,82512.0,Austin,5
3033,50,Female,PhD,Mid,6.6,63814.0,Atlanta,7
3034,39,Female,Bachelor,Mid,7.2,72011.0,New York,4
3035,27,Male,Master,Junior,0.0,61923.0,Seattle,5
3036,61,Female,Master,Executive,13.2,131567.0,Seattle,7
3037,26,Female,Bachelor,Junior,2.7,75282.0,Austin,4
3038,35,Female,Associate,Senior,8.2,124802.0,San Francisco,5
3039,36,Male,Bachelor,Mid,6.7,89929.0,Austin,2
3040,42,Male,Master,Entry,2.8,56528.0,Los Angeles,4
3041,23,Female,Associate,Junior,3.8,70158.0,Denver,3
3042,29,Female,Master,Entry,0.2,52589.0,Boston,7
3043,31,Male,Bachelor,Senior,7.9,104589.0,Austin,1
3044,58,Female,Master,Mid,5.3,71824.0,New York,4
3045,40,Male,Master,Entry,1.5,52660.0,Atlanta,6
3046,22,Male,Master,Entry,0.0,59325.0,Remote,2
3047,22,Non-binary,Associate,Junior,5.3,75615.0,Boston,5
3048,30,Female,Master,Junior,1.9,82164.0,Remote,8
3049,22,Female,PhD,Senior,8.1,124599.0,San Francisco,6
3050,28,Male,Master,Entry,1.3,54253.0,Los Angeles,5
3051,31,Female,Bachelor,Executive,12.6,178762.0,Atlanta,2
3052,23,Male,Bachelor,Mid,3.8,87287.0,New York,8
3053,34,Female,Master,Mid,2.9,95258.0,Chicago,2
3054,36,Male,Master,Senior,5.2,112004.0,Austin,4
3055,31,Female,Bachelor,Junior,3.7,61842.0,Boston,7
3056,37,Male,Bachelor,Junior,1.8,62834.0,Boston,5
3057,28,Male,Master,Junior,0.3,55084.0,Chicago,6
3058,34,Male,Bachelor,Senior,13.3,79166.0,San Francisco,2
3059,34,Female,Bachelor,Entry,0.0,43753.0,Atlanta,7
3060,22,Female,Associate,Mid,6.1,70857.0,Chicago,2
3061,22,Female,Bachelor,Mid,3.6,78152.0,Remote,6
3062,41,Female,Bachelor,Entry,2.0,53912.0,Chicago,4
3063,23,Female,Master,Mid,8.1,92574.0,Seattle,6
3064,40,Male,Master,Entry,3.6,57917.0,Denver,6
3065,39,Female,Bachelor,Senior,9.7,107455.0,Seattle,5
3066,22,Female,High School,Junior,2.8,53757.0,Denver,8
3067,22,Male,Master,Mid,6.9,106188.0,Boston,2
3068,39,Male,Bachelor,Mid,10.0,71603.0,Seattle,10
3069,29,Male,Associate,Senior,10.7,105725.0,New York,5
3070,41,Female,Bachelor,Mid,5.2,77124.0,Boston,10
3071,29,Male,PhD,Entry,0.0,54601.0,Boston,4
3072,23,Female,Bachelor,Mid,10.7,89926.0,San Francisco,4
3073,36,Male,Bachelor,Mid,1.3,84192.0,Austin,4
3074,43,Female,Master,Entry,1.2,46101.0,New York,9
3075,30,Male,Master,Mid,6.4,101124.0,Chicago,4
3076,45,Female,Bachelor,Entry,0.1,56966.0,Boston,2
3077,22,Female,Bachelor,Mid,5.4,91967.0,Chicago,7
3078,35,Female,Bachelor,Senior,11.8,129973.0,Remote,8
